"ano_pesquisa","cargo","senioridade","genero","faixa_salarial","total_respondentes","pct_dentro_do_nivel"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","Feminino","de R$ 8.001/mês a R$ 12.000/mês","1","2.44"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","Masculino","de R$ 12.001/mês a R$ 16.000/mês","12","29.27"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","10","24.39"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","Masculino","de R$ 20.001/mês a R$ 25.000/mês","4","9.76"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","Masculino","de R$ 16.001/mês a R$ 20.000/mês","2","4.88"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","Masculino","de R$ 25.001/mês a R$ 30.000/mês","2","4.88"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","Masculino","Acima de R$ 40.001/mês","2","4.88"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","Masculino","de R$ 6.001/mês a R$ 8.000/mês","1","2.44"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","Masculino","de R$ 30.001/mês a R$ 40.000/mês","1","2.44"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Especialista/Staff+","Feminino","de R$ 12.001/mês a R$ 16.000/mês","4","6.56"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Especialista/Staff+","Feminino","de R$ 16.001/mês a R$ 20.000/mês","2","3.28"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Especialista/Staff+","Feminino","de R$ 20.001/mês a R$ 25.000/mês","1","1.64"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Especialista/Staff+","Masculino","de R$ 16.001/mês a R$ 20.000/mês","16","26.23"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Especialista/Staff+","Masculino","de R$ 12.001/mês a R$ 16.000/mês","14","22.95"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Especialista/Staff+","Masculino","de R$ 20.001/mês a R$ 25.000/mês","9","14.75"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Especialista/Staff+","Masculino","Acima de R$ 40.001/mês","8","13.11"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Especialista/Staff+","Masculino","de R$ 30.001/mês a R$ 40.000/mês","5","8.2"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Especialista/Staff+","Masculino","de R$ 8.001/mês a R$ 12.000/mês","2","3.28"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","Feminino","de R$ 2.001/mês a R$ 3.000/mês","6","12.24"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","Feminino","de R$ 3.001/mês a R$ 4.000/mês","4","8.16"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","Feminino","de R$ 4.001/mês a R$ 6.000/mês","4","8.16"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","Feminino","de R$ 1.001/mês a R$ 2.000/mês","3","6.12"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","Masculino","de R$ 4.001/mês a R$ 6.000/mês","14","28.57"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","Masculino","de R$ 6.001/mês a R$ 8.000/mês","8","16.33"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","Masculino","de R$ 3.001/mês a R$ 4.000/mês","5","10.2"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","2","4.08"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","Masculino","de R$ 1.001/mês a R$ 2.000/mês","1","2.04"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","Masculino","de R$ 2.001/mês a R$ 3.000/mês","1","2.04"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","Masculino","Menos de R$ 1.000/mês","1","2.04"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Feminino","de R$ 8.001/mês a R$ 12.000/mês","9","8.26"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Feminino","de R$ 6.001/mês a R$ 8.000/mês","6","5.5"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Feminino","de R$ 4.001/mês a R$ 6.000/mês","5","4.59"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Feminino","de R$ 30.001/mês a R$ 40.000/mês","2","1.83"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Feminino","de R$ 1.001/mês a R$ 2.000/mês","1","0.92"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Feminino","de R$ 3.001/mês a R$ 4.000/mês","1","0.92"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Feminino","de R$ 12.001/mês a R$ 16.000/mês","1","0.92"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Masculino","de R$ 8.001/mês a R$ 12.000/mês","41","37.61"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Masculino","de R$ 6.001/mês a R$ 8.000/mês","21","19.27"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Masculino","de R$ 4.001/mês a R$ 6.000/mês","8","7.34"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Masculino","de R$ 12.001/mês a R$ 16.000/mês","8","7.34"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Masculino","de R$ 16.001/mês a R$ 20.000/mês","2","1.83"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Masculino","de R$ 3.001/mês a R$ 4.000/mês","1","0.92"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Masculino","de R$ 2.001/mês a R$ 3.000/mês","1","0.92"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Masculino","de R$ 20.001/mês a R$ 25.000/mês","1","0.92"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Masculino","de R$ 30.001/mês a R$ 40.000/mês","1","0.92"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Feminino","de R$ 8.001/mês a R$ 12.000/mês","10","5.49"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Feminino","de R$ 12.001/mês a R$ 16.000/mês","7","3.85"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Feminino","de R$ 16.001/mês a R$ 20.000/mês","3","1.65"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Feminino","de R$ 6.001/mês a R$ 8.000/mês","2","1.1"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Feminino","de R$ 25.001/mês a R$ 30.000/mês","1","0.55"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Feminino","Acima de R$ 40.001/mês","1","0.55"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Masculino","de R$ 12.001/mês a R$ 16.000/mês","46","25.27"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","40","21.98"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Masculino","de R$ 16.001/mês a R$ 20.000/mês","36","19.78"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Masculino","de R$ 30.001/mês a R$ 40.000/mês","9","4.95"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Masculino","de R$ 25.001/mês a R$ 30.000/mês","8","4.4"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Masculino","Acima de R$ 40.001/mês","8","4.4"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Masculino","de R$ 20.001/mês a R$ 25.000/mês","6","3.3"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Masculino","de R$ 6.001/mês a R$ 8.000/mês","3","1.65"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Masculino","de R$ 4.001/mês a R$ 6.000/mês","2","1.1"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Especialista/Staff+","Feminino","de R$ 12.001/mês a R$ 16.000/mês","1","3.7"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Especialista/Staff+","Feminino","de R$ 30.001/mês a R$ 40.000/mês","1","3.7"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Especialista/Staff+","Masculino","de R$ 30.001/mês a R$ 40.000/mês","7","25.93"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Especialista/Staff+","Masculino","de R$ 16.001/mês a R$ 20.000/mês","7","25.93"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Especialista/Staff+","Masculino","Acima de R$ 40.001/mês","5","18.52"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Especialista/Staff+","Masculino","de R$ 20.001/mês a R$ 25.000/mês","4","14.81"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Especialista/Staff+","Masculino","de R$ 25.001/mês a R$ 30.000/mês","1","3.7"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Especialista/Staff+","Masculino","de R$ 12.001/mês a R$ 16.000/mês","1","3.7"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Júnior","Feminino","de R$ 2.001/mês a R$ 3.000/mês","2","9.52"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Júnior","Feminino","de R$ 3.001/mês a R$ 4.000/mês","2","9.52"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Júnior","Feminino","de R$ 6.001/mês a R$ 8.000/mês","1","4.76"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Júnior","Masculino","de R$ 4.001/mês a R$ 6.000/mês","5","23.81"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Júnior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","3","14.29"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Júnior","Masculino","de R$ 3.001/mês a R$ 4.000/mês","2","9.52"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Júnior","Masculino","de R$ 2.001/mês a R$ 3.000/mês","2","9.52"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Júnior","Masculino","de R$ 20.001/mês a R$ 25.000/mês","1","4.76"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Júnior","Masculino","de R$ 6.001/mês a R$ 8.000/mês","1","4.76"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Júnior","Masculino","de R$ 1.001/mês a R$ 2.000/mês","1","4.76"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Júnior","Masculino","de R$ 12.001/mês a R$ 16.000/mês","1","4.76"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Pleno","Feminino","de R$ 8.001/mês a R$ 12.000/mês","1","6.25"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Pleno","Feminino","de R$ 6.001/mês a R$ 8.000/mês","1","6.25"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Pleno","Masculino","de R$ 6.001/mês a R$ 8.000/mês","6","37.5"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Pleno","Masculino","de R$ 12.001/mês a R$ 16.000/mês","3","18.75"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Pleno","Masculino","de R$ 8.001/mês a R$ 12.000/mês","2","12.5"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Pleno","Masculino","de R$ 20.001/mês a R$ 25.000/mês","1","6.25"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Pleno","Masculino","de R$ 4.001/mês a R$ 6.000/mês","1","6.25"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Pleno","Masculino","de R$ 16.001/mês a R$ 20.000/mês","1","6.25"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","Feminino","de R$ 12.001/mês a R$ 16.000/mês","3","7.32"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","Feminino","de R$ 20.001/mês a R$ 25.000/mês","2","4.88"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","Feminino","de R$ 8.001/mês a R$ 12.000/mês","2","4.88"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","Masculino","de R$ 16.001/mês a R$ 20.000/mês","8","19.51"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","Masculino","Acima de R$ 40.001/mês","6","14.63"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","6","14.63"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","Masculino","de R$ 12.001/mês a R$ 16.000/mês","5","12.2"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","Masculino","de R$ 30.001/mês a R$ 40.000/mês","4","9.76"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","Masculino","de R$ 20.001/mês a R$ 25.000/mês","3","7.32"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","Masculino","de R$ 25.001/mês a R$ 30.000/mês","2","4.88"
"2025","Estatístico","Especialista/Staff+","Feminino","de R$ 12.001/mês a R$ 16.000/mês","1","100.0"
"2025","Estatístico","Júnior","Masculino","de R$ 1.001/mês a R$ 2.000/mês","2","50.0"
"2025","Estatístico","Júnior","Masculino","de R$ 4.001/mês a R$ 6.000/mês","1","25.0"
"2025","Estatístico","Júnior","Masculino","de R$ 3.001/mês a R$ 4.000/mês","1","25.0"
"2025","Estatístico","Pleno","Feminino","de R$ 20.001/mês a R$ 25.000/mês","1","33.33"
"2025","Estatístico","Pleno","Masculino","de R$ 4.001/mês a R$ 6.000/mês","1","33.33"
"2025","Estatístico","Pleno","Masculino","de R$ 6.001/mês a R$ 8.000/mês","1","33.33"
"2025","Estatístico","Sênior","Feminino","de R$ 16.001/mês a R$ 20.000/mês","1","100.0"
"2025","Não informado","Não informado","Feminino","Não informado","66","6.67"
"2025","Não informado","Não informado","Feminino","de R$ 16.001/mês a R$ 20.000/mês","33","3.33"
"2025","Não informado","Não informado","Feminino","de R$ 12.001/mês a R$ 16.000/mês","28","2.83"
"2025","Não informado","Não informado","Feminino","de R$ 20.001/mês a R$ 25.000/mês","20","2.02"
"2025","Não informado","Não informado","Feminino","de R$ 8.001/mês a R$ 12.000/mês","13","1.31"
"2025","Não informado","Não informado","Feminino","de R$ 30.001/mês a R$ 40.000/mês","10","1.01"
"2025","Não informado","Não informado","Feminino","de R$ 25.001/mês a R$ 30.000/mês","9","0.91"
"2025","Não informado","Não informado","Feminino","de R$ 4.001/mês a R$ 6.000/mês","7","0.71"
"2025","Não informado","Não informado","Feminino","de R$ 6.001/mês a R$ 8.000/mês","5","0.51"
"2025","Não informado","Não informado","Feminino","Acima de R$ 40.001/mês","4","0.4"
"2025","Não informado","Não informado","Feminino","Menos de R$ 1.000/mês","2","0.2"
"2025","Não informado","Não informado","Feminino","de R$ 2.001/mês a R$ 3.000/mês","2","0.2"
"2025","Não informado","Não informado","Feminino","de R$ 3.001/mês a R$ 4.000/mês","1","0.1"
"2025","Não informado","Não informado","Masculino","Não informado","197","19.9"
"2025","Não informado","Não informado","Masculino","de R$ 20.001/mês a R$ 25.000/mês","95","9.6"
"2025","Não informado","Não informado","Masculino","de R$ 12.001/mês a R$ 16.000/mês","93","9.39"
"2025","Não informado","Não informado","Masculino","de R$ 16.001/mês a R$ 20.000/mês","86","8.69"
"2025","Não informado","Não informado","Masculino","de R$ 8.001/mês a R$ 12.000/mês","78","7.88"
"2025","Não informado","Não informado","Masculino","de R$ 25.001/mês a R$ 30.000/mês","67","6.77"
"2025","Não informado","Não informado","Masculino","Acima de R$ 40.001/mês","59","5.96"
"2025","Não informado","Não informado","Masculino","de R$ 30.001/mês a R$ 40.000/mês","46","4.65"
"2025","Não informado","Não informado","Masculino","de R$ 6.001/mês a R$ 8.000/mês","34","3.43"
"2025","Não informado","Não informado","Masculino","de R$ 4.001/mês a R$ 6.000/mês","17","1.72"
"2025","Não informado","Não informado","Masculino","de R$ 3.001/mês a R$ 4.000/mês","8","0.81"
"2025","Não informado","Não informado","Masculino","de R$ 2.001/mês a R$ 3.000/mês","4","0.4"
"2025","Não informado","Não informado","Masculino","de R$ 1.001/mês a R$ 2.000/mês","3","0.3"
"2025","Não informado","Não informado","Masculino","Menos de R$ 1.000/mês","2","0.2"
"2025","Não informado","Não informado","Masculino","de R$ 25.001/mês a R$ 3000/mês","1","0.1"
"2025","Outra Opção","Especialista/Staff+","Feminino","de R$ 20.001/mês a R$ 25.000/mês","3","13.64"
"2025","Outra Opção","Especialista/Staff+","Feminino","de R$ 8.001/mês a R$ 12.000/mês","2","9.09"
"2025","Outra Opção","Especialista/Staff+","Masculino","de R$ 12.001/mês a R$ 16.000/mês","5","22.73"
"2025","Outra Opção","Especialista/Staff+","Masculino","de R$ 30.001/mês a R$ 40.000/mês","4","18.18"
"2025","Outra Opção","Especialista/Staff+","Masculino","de R$ 20.001/mês a R$ 25.000/mês","3","13.64"
"2025","Outra Opção","Especialista/Staff+","Masculino","de R$ 8.001/mês a R$ 12.000/mês","2","9.09"
"2025","Outra Opção","Especialista/Staff+","Masculino","de R$ 16.001/mês a R$ 20.000/mês","2","9.09"
"2025","Outra Opção","Especialista/Staff+","Masculino","Acima de R$ 40.001/mês","1","4.55"
"2025","Outra Opção","Júnior","Feminino","de R$ 1.001/mês a R$ 2.000/mês","12","13.48"
"2025","Outra Opção","Júnior","Feminino","de R$ 2.001/mês a R$ 3.000/mês","5","5.62"
"2025","Outra Opção","Júnior","Feminino","de R$ 4.001/mês a R$ 6.000/mês","5","5.62"
"2025","Outra Opção","Júnior","Feminino","de R$ 3.001/mês a R$ 4.000/mês","3","3.37"
"2025","Outra Opção","Júnior","Feminino","de R$ 12.001/mês a R$ 16.000/mês","1","1.12"
"2025","Outra Opção","Júnior","Feminino","Menos de R$ 1.000/mês","1","1.12"
"2025","Outra Opção","Júnior","Feminino","de R$ 8.001/mês a R$ 12.000/mês","1","1.12"
"2025","Outra Opção","Júnior","Masculino","de R$ 1.001/mês a R$ 2.000/mês","23","25.84"
"2025","Outra Opção","Júnior","Masculino","de R$ 2.001/mês a R$ 3.000/mês","14","15.73"
"2025","Outra Opção","Júnior","Masculino","de R$ 3.001/mês a R$ 4.000/mês","9","10.11"
"2025","Outra Opção","Júnior","Masculino","de R$ 4.001/mês a R$ 6.000/mês","7","7.87"
"2025","Outra Opção","Júnior","Masculino","Menos de R$ 1.000/mês","6","6.74"
"2025","Outra Opção","Júnior","Masculino","de R$ 12.001/mês a R$ 16.000/mês","1","1.12"
"2025","Outra Opção","Júnior","Masculino","de R$ 6.001/mês a R$ 8.000/mês","1","1.12"
"2025","Outra Opção","Pleno","Feminino","de R$ 2.001/mês a R$ 3.000/mês","3","5.45"
"2025","Outra Opção","Pleno","Feminino","de R$ 4.001/mês a R$ 6.000/mês","2","3.64"
"2025","Outra Opção","Pleno","Feminino","de R$ 6.001/mês a R$ 8.000/mês","2","3.64"
"2025","Outra Opção","Pleno","Feminino","de R$ 3.001/mês a R$ 4.000/mês","2","3.64"
"2025","Outra Opção","Pleno","Feminino","de R$ 1.001/mês a R$ 2.000/mês","1","1.82"
"2025","Outra Opção","Pleno","Feminino","de R$ 8.001/mês a R$ 12.000/mês","1","1.82"
"2025","Outra Opção","Pleno","Masculino","de R$ 8.001/mês a R$ 12.000/mês","12","21.82"
"2025","Outra Opção","Pleno","Masculino","de R$ 4.001/mês a R$ 6.000/mês","9","16.36"
"2025","Outra Opção","Pleno","Masculino","de R$ 3.001/mês a R$ 4.000/mês","8","14.55"
"2025","Outra Opção","Pleno","Masculino","de R$ 2.001/mês a R$ 3.000/mês","7","12.73"
"2025","Outra Opção","Pleno","Masculino","de R$ 1.001/mês a R$ 2.000/mês","4","7.27"
"2025","Outra Opção","Pleno","Masculino","de R$ 6.001/mês a R$ 8.000/mês","2","3.64"
"2025","Outra Opção","Pleno","Masculino","de R$ 25.001/mês a R$ 30.000/mês","1","1.82"
"2025","Outra Opção","Pleno","Masculino","de R$ 12.001/mês a R$ 16.000/mês","1","1.82"
"2025","Outra Opção","Sênior","Feminino","de R$ 8.001/mês a R$ 12.000/mês","5","12.82"
"2025","Outra Opção","Sênior","Feminino","de R$ 4.001/mês a R$ 6.000/mês","4","10.26"
"2025","Outra Opção","Sênior","Feminino","de R$ 6.001/mês a R$ 8.000/mês","2","5.13"
"2025","Outra Opção","Sênior","Feminino","de R$ 3.001/mês a R$ 4.000/mês","2","5.13"
"2025","Outra Opção","Sênior","Feminino","de R$ 12.001/mês a R$ 16.000/mês","1","2.56"
"2025","Outra Opção","Sênior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","6","15.38"
"2025","Outra Opção","Sênior","Masculino","de R$ 12.001/mês a R$ 16.000/mês","4","10.26"
"2025","Outra Opção","Sênior","Masculino","de R$ 6.001/mês a R$ 8.000/mês","3","7.69"
"2025","Outra Opção","Sênior","Masculino","de R$ 3.001/mês a R$ 4.000/mês","3","7.69"
"2025","Outra Opção","Sênior","Masculino","de R$ 2.001/mês a R$ 3.000/mês","2","5.13"
"2025","Outra Opção","Sênior","Masculino","de R$ 4.001/mês a R$ 6.000/mês","2","5.13"
"2025","Outra Opção","Sênior","Masculino","de R$ 1.001/mês a R$ 2.000/mês","2","5.13"
"2025","Outra Opção","Sênior","Masculino","de R$ 16.001/mês a R$ 20.000/mês","2","5.13"
"2025","Outra Opção","Sênior","Masculino","de R$ 20.001/mês a R$ 25.000/mês","1","2.56"
"2025","Outras Engenharias (não inclui dev)","Especialista/Staff+","Masculino","de R$ 8.001/mês a R$ 12.000/mês","3","42.86"
"2025","Outras Engenharias (não inclui dev)","Especialista/Staff+","Masculino","de R$ 16.001/mês a R$ 20.000/mês","2","28.57"
"2025","Outras Engenharias (não inclui dev)","Especialista/Staff+","Masculino","Acima de R$ 40.001/mês","1","14.29"
"2025","Outras Engenharias (não inclui dev)","Especialista/Staff+","Masculino","de R$ 25.001/mês a R$ 30.000/mês","1","14.29"
"2025","Outras Engenharias (não inclui dev)","Júnior","Masculino","de R$ 2.001/mês a R$ 3.000/mês","3","60.0"
"2025","Outras Engenharias (não inclui dev)","Júnior","Masculino","de R$ 4.001/mês a R$ 6.000/mês","1","20.0"
"2025","Outras Engenharias (não inclui dev)","Júnior","Masculino","de R$ 3.001/mês a R$ 4.000/mês","1","20.0"
"2025","Outras Engenharias (não inclui dev)","Pleno","Feminino","de R$ 6.001/mês a R$ 8.000/mês","1","12.5"
"2025","Outras Engenharias (não inclui dev)","Pleno","Masculino","de R$ 12.001/mês a R$ 16.000/mês","4","50.0"
"2025","Outras Engenharias (não inclui dev)","Pleno","Masculino","de R$ 4.001/mês a R$ 6.000/mês","2","25.0"
"2025","Outras Engenharias (não inclui dev)","Pleno","Masculino","de R$ 8.001/mês a R$ 12.000/mês","1","12.5"
"2025","Outras Engenharias (não inclui dev)","Sênior","Masculino","de R$ 12.001/mês a R$ 16.000/mês","2","33.33"
"2025","Outras Engenharias (não inclui dev)","Sênior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","2","33.33"
"2025","Outras Engenharias (não inclui dev)","Sênior","Masculino","de R$ 6.001/mês a R$ 8.000/mês","1","16.67"
"2025","Outras Engenharias (não inclui dev)","Sênior","Masculino","de R$ 16.001/mês a R$ 20.000/mês","1","16.67"
"2025","Professor/Pesquisador","Especialista/Staff+","Masculino","de R$ 12.001/mês a R$ 16.000/mês","1","33.33"
"2025","Professor/Pesquisador","Especialista/Staff+","Masculino","de R$ 16.001/mês a R$ 20.000/mês","1","33.33"
"2025","Professor/Pesquisador","Especialista/Staff+","Masculino","de R$ 20.001/mês a R$ 25.000/mês","1","33.33"
"2025","Professor/Pesquisador","Júnior","Feminino","de R$ 8.001/mês a R$ 12.000/mês","1","33.33"
"2025","Professor/Pesquisador","Júnior","Masculino","de R$ 4.001/mês a R$ 6.000/mês","1","33.33"
"2025","Professor/Pesquisador","Júnior","Masculino","de R$ 6.001/mês a R$ 8.000/mês","1","33.33"
"2025","Professor/Pesquisador","Pleno","Feminino","de R$ 8.001/mês a R$ 12.000/mês","1","25.0"
"2025","Professor/Pesquisador","Pleno","Feminino","de R$ 1.001/mês a R$ 2.000/mês","1","25.0"
"2025","Professor/Pesquisador","Pleno","Masculino","de R$ 30.001/mês a R$ 40.000/mês","1","25.0"
"2025","Professor/Pesquisador","Pleno","Masculino","de R$ 12.001/mês a R$ 16.000/mês","1","25.0"
"2025","Professor/Pesquisador","Sênior","Feminino","de R$ 4.001/mês a R$ 6.000/mês","1","16.67"
"2025","Professor/Pesquisador","Sênior","Feminino","de R$ 12.001/mês a R$ 16.000/mês","1","16.67"
"2025","Professor/Pesquisador","Sênior","Feminino","de R$ 3.001/mês a R$ 4.000/mês","1","16.67"
"2025","Professor/Pesquisador","Sênior","Masculino","de R$ 20.001/mês a R$ 25.000/mês","1","16.67"
"2025","Professor/Pesquisador","Sênior","Masculino","de R$ 6.001/mês a R$ 8.000/mês","1","16.67"
"2025","Professor/Pesquisador","Sênior","Masculino","de R$ 4.001/mês a R$ 6.000/mês","1","16.67"
